conversation_id,tweet_id,text,timestamp,text_clean,cluster_id
conv_2822338,2822338,@AmazonHelp why do I have prime when I order prime items that take 3/4 days to get to me instead of next day???,2017-11-27T07:47:08+00:00,why do I have prime when I order prime items that take 3/4 days to get to me instead of next day???,5
conv_522524,522522,@AmazonHelp It was originally scheduled for delivery Tuesday I believe. It then said by December 1st. Then today it changes again.,2017-12-02T04:21:08+00:00,It was originally scheduled for delivery Tuesday I believe. It then said by December 1st. Then today it changes again.,14
conv_1766897,1766895,@AmazonHelp Yeah but I think the point is I pay for &amp; you promised next day delivery &amp; your error has let me down! I was hoping for some compensation!,2017-11-07T22:15:24+00:00,Yeah but I think the point is I pay for &amp; you promised next day delivery &amp; your error has let me down! I was hoping for some compensation!,14
conv_1089796,1089795,"@AmazonHelp Solo quiero mi reembolso, pagué envío rápido y tengo 2 putas semanas esperando, no qué eran muy responsables? empresa chafa. 2/2",2017-10-23T19:14:21+00:00,"Solo quiero mi reembolso, pagué envío rápido y tengo 2 putas semanas esperando, no qué eran muy responsables? empresa chafa. 2/2",10
conv_227066,236697,@AmazonHelp Yes your delivery team is highly misguiding your customers and not delivering the products on time,2017-10-06T04:07:05+00:00,Yes your delivery team is highly misguiding your customers and not delivering the products on time,14
conv_1937640,1937635,@AmazonHelp So what happens if it doesnt?,2017-11-12T02:55:37+00:00,So what happens if it doesnt?,10
conv_197995,197935,@AmazonHelp Same thing you always reply. Not received any mail. @115851 please help initiating refund,2017-10-04T13:53:01+00:00,Same thing you always reply. Not received any mail. please help initiating refund,3
conv_1702227,1702226,"@AmazonHelp Furthermore, if I didn't phone up to ask what is going on, I'd hv still bn waiting for my order with no knowledge of these ""unforeseen circ""",2017-11-06T22:14:52+00:00,"Furthermore, if I didn't phone up to ask what is going on, I'd hv still bn waiting for my order with no knowledge of these ""unforeseen circ""",18
conv_2814534,2814532,@AmazonHelp How do I request that none of my packages are shipped via USPS if this is the type of delivery service and “customer service” I receive?,2017-11-27T02:23:04+00:00,How do I request that none of my packages are shipped via USPS if this is the type of delivery service and “customer service” I receive?,11
conv_2981611,2981611,I've got £15 on my amazon account when I try and buy a psn card its asking me for my card details anyone know why ? @AmazonHelp,2017-10-31T20:50:51+00:00,I've got £15 on my amazon account when I try and buy a psn card its asking me for my card details anyone know why ?,6
conv_1256965,1256985,@AmazonHelp yes I did that.,2017-10-16T05:36:12+00:00,yes I did that.,8
conv_1516000,1516002,@AmazonHelp I can't talk. It has to be email etc.,2017-11-03T19:19:16+00:00,I can't talk. It has to be email etc.,16
conv_122000,122002,@AmazonHelp Don’t think your customer service is capable to be honest.,2017-11-24T08:40:53+00:00,Don’t think your customer service is capable to be honest.,11
conv_2540311,2540313,@AmazonHelp Super merci bcp 😊,2017-11-17T06:12:58+00:00,Super merci bcp 😊,10
conv_1521187,1521186,@AmazonHelp Now it's not even guaranteed for today. Not good enough 🙁 https://t.co/d6WCcyY2Sa,2017-11-04T09:00:36+00:00,Now it's not even guaranteed for today. Not good enough 🙁,10
conv_1731157,1731160,"@AmazonHelp Still doesn’t say dispatched, I preordered it within minutes of becoming available surely I should be prioritised as 1 of the 1st to order",2017-11-07T12:32:29+00:00,"Still doesn’t say dispatched, I preordered it within minutes of becoming available surely I should be prioritised as 1 of the 1st to order",18
conv_253381,253379,@AmazonHelp And virtual console has no “Manage devices” link (2/2),2017-10-05T18:00:50+00:00,And virtual console has no “Manage devices” link (2/2),10
conv_1750524,1750524,"Oi @AmazonHelp, when do I get to see a GUI for Prime Music in India?",2017-11-07T17:50:06+00:00,"Oi , when do I get to see a GUI for Prime Music in India?",5
conv_1005969,1005986,@AmazonHelp Need confirmation whether u will honor this: 1/2,2017-10-29T14:59:58+00:00,Need confirmation whether u will honor this: 1/2,10
conv_1222617,1222616,@AmazonHelp Yes but it's asking for a fax and that I can't do that in only 15,2017-10-25T15:53:39+00:00,Yes but it's asking for a fax and that I can't do that in only 15,10
conv_349910,349912,@AmazonHelp I've finished the trial and now paying monthly. Does that mean I can't get access to any free content (in addition to the payable ones?),2017-10-08T10:09:46+00:00,I've finished the trial and now paying monthly. Does that mean I can't get access to any free content (in addition to the payable ones?),10
conv_380113,380110,@AmazonHelp Here's the link: https://t.co/J3ZBi7DD23,2017-10-09T08:07:19+00:00,Here's the link:,10
conv_2537509,2537509,@AmazonHelp Seriously? Yet another delayed parcel? https://t.co/7Gy2it4szQ,2017-11-16T08:34:30+00:00,Seriously? Yet another delayed parcel?,10
conv_735026,735026,Hey @AmazonHelp remember 2 months ago when you promised me AMZL would no longer be handling my deliveries after things were continuously delivered to wrong place and delayed? Well today they delayed a $200 delivery. Beginning to transfer all my regular orders to other companies.,2017-11-25T08:31:24+00:00,Hey remember 2 months ago when you promised me AMZL would no longer be handling my deliveries after things were continuously delivered to wrong place and delayed? Well today they delayed a $200 delivery. Beginning to transfer all my regular orders to other companies.,4
conv_497368,497361,"@AmazonHelp @AmazonHelp @115850 
Still nothing!
Just a customary 'we'll get back to you' response and leave the customer waiting for nothing",2017-12-01T18:24:29+00:00,Still nothing! Just a customary 'we'll get back to you' response and leave the customer waiting for nothing,12
conv_2850760,2850759,@AmazonHelp I contacted customer service and they have processed a refund for me. Lovely service! Thankyou ☺️,2017-11-27T19:31:26+00:00,I contacted customer service and they have processed a refund for me. Lovely service! Thankyou ☺️,11
conv_422983,422982,@AmazonHelp Yes __email__ is my email id,2017-10-10T10:21:05+00:00,Yes __email__ is my email id,16
conv_91244,91243,@AmazonHelp Amazon is not replaceing with orginal product! Tommrow we be posting it live in news,2017-11-30T15:28:16+00:00,Amazon is not replaceing with orginal product! Tommrow we be posting it live in news,1
conv_282487,282487,Horrible service ! @AmazonHelp. Ordered for Cot 2weeks ago.Nobody came for installation yet in spite of 10-12 calls. HELP !!!,2017-10-06T11:56:33+00:00,Horrible service ! . Ordered for Cot 2weeks ago.Nobody came for installation yet in spite of 10-12 calls. HELP !!!,3
conv_1615547,1615544,@AmazonHelp What is wrong with you ? You all are criminals who play with customer money!,2017-11-05T13:44:02+00:00,What is wrong with you ? You all are criminals who play with customer money!,11
conv_533226,533225,"@AmazonHelp I don't Know, I can't trust anymore what you guys tell me, I was told by this new representative I was going to get an email with confirmation of the conversation and a refund and still I have got nothing",2017-12-02T12:07:00+00:00,"I don't Know, I can't trust anymore what you guys tell me, I was told by this new representative I was going to get an email with confirmation of the conversation and a refund and still I have got nothing",12
conv_246446,246452,"@AmazonHelp I haven't received any update from your team, I have emailed you the details many times,  you guys have the worst service",2017-10-06T20:20:22+00:00,"I haven't received any update from your team, I have emailed you the details many times, you guys have the worst service",0
conv_2358881,2358880,"@AmazonHelp Ja, schade nur das mir keiner so richtig weiterhelfen könnte und es einfach blöd ist, zu wissen was mit dem Paket ist: Paket gestern bei @124285 im 24/7 Store abgegeben und heute geht das Traking nicht mehr und keiner kann mir sagen was mit mit der Retoure ist... Sehr blöd...",2017-11-13T20:23:37+00:00,"Ja, schade nur das mir keiner so richtig weiterhelfen könnte und es einfach blöd ist, zu wissen was mit dem Paket ist: Paket gestern bei im 24/7 Store abgegeben und heute geht das Traking nicht mehr und keiner kann mir sagen was mit mit der Retoure ist... Sehr blöd...",10
conv_2391833,2391833,@115850 @AmazonHelp got in touch with your support team regarding a misplaced order. The customer executive said courier service will get back to you. Its been 4 days no acknowledgement by either,2017-11-14T10:25:25+00:00,got in touch with your support team regarding a misplaced order. The customer executive said courier service will get back to you. Its been 4 days no acknowledgement by either,11
conv_2902577,2902577,"@AmazonHelp really testing my patience now. Received two emails on Saturday to say that both of my parcels were delivered - nowhere to be seen STILL AND IT’S TUESDAY, and now another that was supposedly delivered today, is not here! What’s going on Amazon?!😡",2017-11-28T18:33:50+00:00,"really testing my patience now. Received two emails on Saturday to say that both of my parcels were delivered - nowhere to be seen STILL AND IT’S TUESDAY, and now another that was supposedly delivered today, is not here! What’s going on Amazon?!😡",4
conv_269800,269797,@AmazonHelp Up and running well this week on phone and TV (via Xbox). Thanks.,2017-10-06T01:13:55+00:00,Up and running well this week on phone and TV (via Xbox). Thanks.,2
conv_2710420,2710420,"@AmazonHelp hey, my partner ordered a parcel due to be delivered today and it says it was delivered four minutes ago but I’ve not got anything? I hope you haven’t given my parcel to a stranger 😅",2017-11-26T22:40:09+00:00,"hey, my partner ordered a parcel due to be delivered today and it says it was delivered four minutes ago but I’ve not got anything? I hope you haven’t given my parcel to a stranger 😅",4
conv_816951,816951,So. Why would a phone running Android 6 not be compatible with @AmazonHelp Alexa calling and messaging?,2017-10-12T20:42:37+00:00,So. Why would a phone running Android 6 not be compatible with Alexa calling and messaging?,10
conv_848229,848229,@AmazonHelp No update since last 4 days..The estimated shipping date has asli been crossed,2017-10-20T14:18:33+00:00,No update since last 4 days..The estimated shipping date has asli been crossed,0
conv_392616,392610,@AmazonHelp Relieve you from any liability to this unfortunate mix up? How can I trust Amazon to handle my orders after this incident?,2017-10-09T17:08:59+00:00,Relieve you from any liability to this unfortunate mix up? How can I trust Amazon to handle my orders after this incident?,1
conv_500779,500778,"@AmazonHelp @132703 Además me mandan sms dándome 5 opciones, de las cuales, realmente solo me deja elegir la de recogida en agencia. Sinvergüenzas https://t.co/cDTWSArrR1",2017-12-01T19:40:32+00:00,"Además me mandan sms dándome 5 opciones, de las cuales, realmente solo me deja elegir la de recogida en agencia. Sinvergüenzas",7
conv_395394,395344,@AmazonHelp @115830 @115851 423rd day requesting any kind of response,2017-10-20T18:42:28+00:00,423rd day requesting any kind of response,13
conv_2783127,2783125,"@AmazonHelp Sorry, I am talking about the upcoming ones. As of now, there are 3 articles in 3min, and then the next in 13min - that's not how it was the previous days :S",2017-11-21T17:42:41+00:00,"Sorry, I am talking about the upcoming ones. As of now, there are 3 articles in 3min, and then the next in 13min - that's not how it was the previous days :S",10
