conversation_id,cluster_id,message_count,predicted_intent,prediction_method,first_customer_message,transcript,corrected_intent,entities,resolution,notes,annotator_id
conv_317626,8,6,billing_payment,keyword,@AmazonHelp have ordered one plus 3t from Amazon sale on no cost emi. Now bank is charging amount with interest. What is the benefit of it?,"[2017-10-07T08:21:54] CUSTOMER: @AmazonHelp have ordered one plus 3t from Amazon sale on no cost emi. Now bank is charging amount with interest. What is the benefit of it?
[2017-10-07T09:04:30] SUPPORT: @191805 I'm sorry for the trouble, did you contact our customer service team here: https://t.co/vlvfJr4nN9? ^SI
[2017-10-07T09:16:16] CUSTOMER: @AmazonHelp Yes. But they are clearly saying that i did not choose the option of no cost emi. I was shown the total amount which was payable
[2017-10-07T",billing_payment,,unclear,,
conv_990781,11,19,delivery_issue,keyword,"@149473 @AmazonHelp 
buyer keeps calling, package continues to occupy drawing room, refund delays, money blocked https://t.co/otsO9tZOqD","[2017-10-14T10:46:58] CUSTOMER: @149473 @AmazonHelp 
buyer keeps calling, package continues to occupy drawing room, refund delays, money blocked https://t.co/otsO9tZOqD
[2017-10-14T11:15:32] SUPPORT: @354113 We have responded to your concern here: https://t.co/GvKgfNqP0u. Kindly check. ^MP
[2017-10-16T12:05:58] CUSTOMER: @149473 @AmazonHelp Pls end this drama. One more pickup reschedule and result is same. Again not picked up. No call. Unbelievable. Wondering whats ur intention.
[2017-10-16T12:1",delivery_issue,,unclear,,
conv_18162,16,7,escalation_needed,keyword,"@AmazonHelp Please help
Your team is not providing support and information properly. They are just ingnoring my request. I need access. https://t.co/VqK97kzHrt","[2017-11-01T05:14:31] CUSTOMER: @AmazonHelp Please help
Your team is not providing support and information properly. They are just ingnoring my request. I need access. https://t.co/VqK97kzHrt
[2017-11-01T05:21:00] SUPPORT: @120035 Since your account is on hold even our hands as customer service are tied. (1/2) ^SI
[2017-11-01T05:22:00] SUPPORT: @120035 I'm sure you will soon receive a reply from our Account Specialist team with an update. (2/2) ^SI
[2017-11-01T05:22:19] CUSTOMER: @AmazonHelp The",escalation_needed,,unclear,,
conv_2902577,4,5,delivery_issue,keyword,"@AmazonHelp really testing my patience now. Received two emails on Saturday to say that both of my parcels were delivered - nowhere to be seen STILL AND IT’S TUESDAY, and now another that was supposed","[2017-11-28T18:33:50] CUSTOMER: @AmazonHelp really testing my patience now. Received two emails on Saturday to say that both of my parcels were delivered - nowhere to be seen STILL AND IT’S TUESDAY, and now another that was supposedly delivered today, is not here! What’s going on Amazon?!😡
[2017-11-28T18:37:30] SUPPORT: @803932 I'm so sorry to hear this is still an issue, Annabel. Have you had a moment to reach us via phone or chat? If so, what information/options were you given? ^BL
[2017-11-28",delivery_issue,,unclear,,
conv_1005969,1,33,refund_return,keyword,"@115821 @AmazonHelp u r terrible, 2 defective items in an order. U can only replace one. Amazon representatives very impolite,makes fun o me","[2017-10-22T19:36:40] CUSTOMER: @115821 @AmazonHelp u r terrible, 2 defective items in an order. U can only replace one. Amazon representatives very impolite,makes fun o me
[2017-10-22T19:43:32] SUPPORT: @358096 I'm sorry for the poor experience! When you spoke with us, did we provide any info on why we cannot send a replacement?^WT
[2017-10-22T19:51:38] CUSTOMER: @AmazonHelp Because your policies. But what annoyed me more was ur rep attitude. Which is proving to be a constant
[2017-10-22T20:10:",refund_return,{'product': 'Kindle'},unclear,,
conv_2317943,17,4,delivery_issue,keyword,"@AmazonHelp I've had a parcel updated to ""handed to resident"" yesterday while we were all out - so I would love to know who it has been handed to and where it has gone.  No card left either.","[2017-11-13T09:27:17] CUSTOMER: @AmazonHelp I've had a parcel updated to ""handed to resident"" yesterday while we were all out - so I would love to know who it has been handed to and where it has gone.  No card left either.
[2017-11-13T09:51:00] SUPPORT: @142701 Hi Ben, I'm sorry about this. Have you had a chance to check with your neighbours to see if they've received the parcel on your behalf? ^PJ
[2017-11-14T18:56:01] CUSTOMER: @AmazonHelp Turns out it had gone two doors along, annoying that n",delivery_issue,,unclear,,
conv_180511,0,20,billing_payment,keyword,"@AmazonHelp hey. I ordered battlefront 2 for ps4 a long time ago. Never received a beta key.Just got ""hung up"" on chat after asking about it","[2017-10-04T11:24:08] CUSTOMER: @AmazonHelp hey. I ordered battlefront 2 for ps4 a long time ago. Never received a beta key.Just got ""hung up"" on chat after asking about it
[2017-10-04T11:24:30] CUSTOMER: @AmazonHelp  https://t.co/hlLW4nKbZb
[2017-10-04T11:24:47] CUSTOMER: @AmazonHelp The next line is Ley ending chat. Wtf is this
[2017-10-04T11:34:00] SUPPORT: @158445 Apologizes for the misunderstanding- When you spoke to Yineeta what was advised with regards your order? ^NV
[2017-10-04T11:34:45",billing_payment,{'order_id': '112-2940236-9682656'},unclear,,
conv_2946755,19,9,non_english,keyword,"Bonjour @120533 @AmazonHelp j'ai un soucis avec une livraison de commande marqué ""en retard, endommagé"" sur le suivi de colis possible d'en discuter ?","[2017-11-29T15:56:46] CUSTOMER: Bonjour @120533 @AmazonHelp j'ai un soucis avec une livraison de commande marqué ""en retard, endommagé"" sur le suivi de colis possible d'en discuter ?
[2017-11-29T16:11:29] SUPPORT: @__WAT__ Bonjour, je suis sincèrement désolée pour le désagrément causé par cet incident. L'avez-vous signalé à notre service client, je vous prie ? ^SB
[2017-11-29T16:45:07] CUSTOMER: @AmazonHelp Si, j'ai pu avoir une réexpédition de mon colis, mais ça fait 2 fois que ça arrive dans u",non_english,,unclear,,
conv_120271,14,5,delivery_issue,keyword,"@AmazonHelp due for delivery by 8pm, but not out for delivery yet? Really? I find one of these statements on the same screen hard to believe.  @115830 https://t.co/3R7W1opc3o","[2017-11-23T17:49:19] CUSTOMER: @AmazonHelp due for delivery by 8pm, but not out for delivery yet? Really? I find one of these statements on the same screen hard to believe.  @115830 https://t.co/3R7W1opc3o
[2017-11-23T17:54:55] SUPPORT: @142701 Couriers can sometimes deliver as late as 10pm. Please keep us updated on the arrival!  ^KH
[2017-11-23T22:35:38] CUSTOMER: @AmazonHelp Since this is a S&amp;S order and my delivery date is Monday it’s not such a problem, more annoyed at being told it wo",delivery_issue,,unclear,,
conv_2924535,4,3,delivery_issue,keyword,"Seriously, @AmazonHelp, why am I even paying for Prime? Saying “we’re sorry your package will be late” doesn’t really fix anything. https://t.co/b1nceQMfdN","[2017-11-29T02:14:08] CUSTOMER: Seriously, @AmazonHelp, why am I even paying for Prime? Saying “we’re sorry your package will be late” doesn’t really fix anything. https://t.co/b1nceQMfdN
[2017-11-29T03:03:31] SUPPORT: @434727 I'm sorry for the frustration! We'd like to assist. Without providing any order/personal information, are you having an issue with a current order as well? ^SJ
[2017-11-29T03:59:37] CUSTOMER: @AmazonHelp Yes, it has not been delivered yet. The latest update said if it’s no",delivery_issue,{'product': 'Prime'},unclear,,
conv_231806,0,8,billing_payment,keyword,@AmazonHelp @116439 screen mirroring gives only pixilated display after latest update. Please help,"[2017-10-03T09:36:25] CUSTOMER: @AmazonHelp @116439 screen mirroring gives only pixilated display after latest update. Please help
[2017-10-03T10:04:00] SUPPORT: @171208 Sorry about that. Kindly drop in your details here: https://t.co/Jj9Ym64dNO and we'll work on it. ^NS
[2017-10-03T11:37:18] CUSTOMER: @AmazonHelp I have filled the form, can you help??
[2017-10-03T11:50:00] SUPPORT: @171208 We've received your details and we will reach out to you shortly. ^GK
[2017-10-05T10:14:40] CUSTOMER: @Ama",billing_payment,,unclear,,
conv_781673,0,3,billing_payment,keyword,@AmazonHelp As or your portal I should receive my product by today but it's still showing in transit at Maharashtra. Since 7th no update. https://t.co/PNJ2ptuWBv,"[2017-10-12T06:30:21] CUSTOMER: @AmazonHelp As or your portal I should receive my product by today but it's still showing in transit at Maharashtra. Since 7th no update. https://t.co/PNJ2ptuWBv
[2017-10-12T06:49:29] SUPPORT: @158484 This delay was unintended from our end. Kindly reach our support team here: https://t.co/vlvfJr4nN9. We'll have it checked. ^GS
[2017-10-12T06:50:00] SUPPORT: @158484 Please don’t provide your details here as we consider them to be personal information. Our page is v",billing_payment,,unclear,,
conv_1325559,10,4,non_english,keyword,Ou est mon colis @120533 @AmazonHelp  num de suivi : 1zay35976826890919,"[2017-10-27T11:12:25] CUSTOMER: Ou est mon colis @120533 @AmazonHelp  num de suivi : 1zay35976826890919
[2017-10-27T11:23:05] SUPPORT: @429302 Bonjour, selon le suivi votre colis a été deposé en boîte aux lettres le 26 octobre 2017, je vous prie de vérifier.^FT
[2017-10-27T11:23:22] CUSTOMER: @AmazonHelp Ok merci !
[2017-10-27T11:24:28] SUPPORT: @429302 À votre service",non_english,,unclear,,
conv_1224585,2,14,delivery_issue,keyword,@AmazonHelp My parcel has been delivered (UK) but only contains 3 of 5 items. How/where do I complain about the missing things?,"[2017-10-25T16:00:30] CUSTOMER: @AmazonHelp My parcel has been delivered (UK) but only contains 3 of 5 items. How/where do I complain about the missing things?
[2017-10-25T16:06:06] SUPPORT: @407286 I'm sorry that items were missing today, Karen! Were the items sold by Amazon or third-party? https://t.co/aaDyEz1VgE ^FR
[2017-10-25T16:10:18] CUSTOMER: @AmazonHelp One was a third party &amp; one Amazon but all 5 listed as being in this parcel, but 2 were missing. Parcel wasn't damaged or opened.
[",delivery_issue,,unclear,,
conv_318761,8,20,delivery_issue,cluster_hint,"@115850 @AmazonHelp received incomplete product from amazon and now nobody is helping me in this regards,.","[2017-10-07T10:37:28] CUSTOMER: @115850 @AmazonHelp received incomplete product from amazon and now nobody is helping me in this regards,.
[2017-10-07T10:58:33] SUPPORT: @164814 Kindly get in touch with us here: https://t.co/CsOuHmQLk8 and we’ll be glad to help you. ^AG
[2017-10-10T07:15:27] CUSTOMER: @AmazonHelp i already make a complaint . but still waiting for solution .
[2017-10-10T07:20:02] CUSTOMER: @AmazonHelp @115851 received incomplete product now @115850 not giving me getting return of",delivery_issue,,unclear,,
conv_2382540,1,4,billing_payment,keyword,@AmazonHelp Spending all my time wasting it dealing with amazon and waiting for amazon to get its cr together. 2/2,"[2017-11-14T06:00:43] CUSTOMER: @AmazonHelp Spending all my time wasting it dealing with amazon and waiting for amazon to get its cr together. 2/2
[2017-11-14T06:19:29] SUPPORT: @132485 Apologies for the unpleasant experience you've had. I'll certainly pass on your feedback to the relevant team internally to ensure such instances aren't repeated in the further. ^EM
[2017-11-14T06:27:50] CUSTOMER: @AmazonHelp the last 2-3 wks all I've heard from amazon is we are sorry.Would rather u fix the probl",billing_payment,,unclear,,
conv_1701196,19,9,non_english,keyword,Bonsoir @AmazonHelp ca fait deux fois que je passe commande et deux fois consécutifs que mes colis arrivent en retard tout étant Prime,"[2017-10-17T17:07:45] CUSTOMER: Bonsoir @AmazonHelp ca fait deux fois que je passe commande et deux fois consécutifs que mes colis arrivent en retard tout étant Prime
[2017-10-17T17:22:01] SUPPORT: @515828 Bonsoir, je suis désolée d'apprendre cela.
S'agit-il du même transporteur pour les deux livraisons ? ^BR
[2017-10-17T17:22:41] CUSTOMER: @AmazonHelp Oui @132988
[2017-10-17T17:32:27] SUPPORT: @515828 Avez-vous signalé ces retards de livraison à notre service client? ^ASZ
[2017-10-17T17:32:58] ",non_english,{'product': 'Prime'},unclear,,
conv_302622,15,2,delivery_issue,keyword,Oh gee thank you @115830 @AmazonHelp I didnt know that with my purchase I also got a package beating for free! (Sarcasm ) https://t.co/WOU0wQ6OJN,"[2017-10-06T21:46:16] CUSTOMER: Oh gee thank you @115830 @AmazonHelp I didnt know that with my purchase I also got a package beating for free! (Sarcasm ) https://t.co/WOU0wQ6OJN
[2017-10-06T21:50:03] SUPPORT: @188210 I'm sorry your package arrived in this condition! Can you tell us if anything was damaged? ^EZ",delivery_issue,,unclear,,
conv_1470771,5,2,billing_payment,keyword,@AmazonHelp I've had 4 orders in the past week or so. I'm a prime member of those 4 only 2 have actually arrived within two days 1/2,"[2017-11-03T00:36:40] CUSTOMER: @AmazonHelp I've had 4 orders in the past week or so. I'm a prime member of those 4 only 2 have actually arrived within two days 1/2
[2017-11-03T00:46:33] SUPPORT: @327462 I'm sorry for these delays! We'd like to submit carrier feedback for this. Please contact us here: https://t.co/hApLpMlfHN ^HS",billing_payment,{'product': 'Prime'},unclear,,
conv_1566958,6,8,billing_payment,keyword,@AmazonHelp @115830 can you please tell me why money has been taken from my account when I haven’t ordered anything?? 😤🤔,"[2017-10-17T05:40:11] CUSTOMER: @AmazonHelp @115830 can you please tell me why money has been taken from my account when I haven’t ordered anything?? 😤🤔
[2017-10-17T05:43:29] SUPPORT: @483625 I'm sorry for the inconvenience! We'd like to look into this with you, please reach us here: https://t.co/JzP7hlA23B ^DW
[2017-10-17T05:55:59] CUSTOMER: @AmazonHelp Thank you
[2017-10-17T05:58:00] SUPPORT: @483625 You're welcome. Do keep us posted ^CR
[2017-10-17T11:55:46] CUSTOMER: @AmazonHelp Unhappy with",billing_payment,,unclear,,
conv_477710,6,9,escalation_needed,keyword,@AmazonHelp Your customer service team are the worst I have ever dealt with. You keep answering with the same information that does not apply to my issue. Appalling.,"[2017-12-01T11:56:15] CUSTOMER: @AmazonHelp Your customer service team are the worst I have ever dealt with. You keep answering with the same information that does not apply to my issue. Appalling.
[2017-12-01T11:59:28] SUPPORT: @228484 Without posting any personal info/account details could you describe the issue you are facing and what you have been advised? ^BD
[2017-12-01T12:01:24] CUSTOMER: @AmazonHelp Asked for GC refund as I no longer have access to original CC (it's not closed, I just no",escalation_needed,,unclear,,
conv_535793,16,4,delivery_issue,keyword,@AmazonHelp Hi! Have ordered with nominated delivery tomorrow but just had an email saying you're delivering today - I'm not there - how do I make sure you deliver tomorrow?,"[2017-12-02T12:43:54] CUSTOMER: @AmazonHelp Hi! Have ordered with nominated delivery tomorrow but just had an email saying you're delivering today - I'm not there - how do I make sure you deliver tomorrow?
[2017-12-02T12:46:00] SUPPORT: @244129 Hi Anne-Marie, do you maybe know who is the carrier that is delivering? You can check that here: https://t.co/aaDyEz1VgE.^MA
[2017-12-02T12:48:10] CUSTOMER: @AmazonHelp It says Delivery by Amazon Shipping
[2017-12-02T12:52:02] SUPPORT: @244129 Thanks for ",delivery_issue,,unclear,,
