conversation_id,text,intent,label_source,resolved_candidate,resolution_score
conv_309205,@AmazonHelp can I get my money back on the second day shipment....this is the 2nd time I can’t get something delivers correctly or on time,refund_return,rule_multi,True,1
conv_1120406,Thanks @AmazonHelp for replacing my broken charger and fixing the issue in 5 mins! Y'all are the best!,resolution_confirmation,rule_single,True,0
conv_2535368,@AmazonHelp Having a few issues with my new Echos. 1st problem is that one echo doesn't always respond even though the command is heard and is logged on it's history. Mainly stopping the music on TuneIn or Spotify.,non_english,rule_multi,True,0
conv_2843771,Since when did @AmazonHelp start charging £3.99 to return an item??,refund_return,rule_single,True,4
conv_2777431,@AmazonHelp just had a notification about 3 months of free Kindle Unlimited but I can't find anything on your website about this,technical_device,rule_single,True,0
conv_704342,@115850 @AmazonHelp  returned the item due to fault in it.  No update received regarding refund. It's been 2 days. Help it,refund_return,rule_single,True,4
conv_622371,"@AmazonHelp Sister wants to get a ""Fire TV Stick with Alexa Voice Remote"" as a gift for my parents who live in India. Will it work in India with Amazon Prime account?",technical_device,rule_conflict,True,2
conv_1384345,"@115850 @AmazonHelp  it's been 7 days since the 1st date of pickup,no 1 come n call 4 pickup. That's frustrating n unprofessional.",order_problem,golden,True,5
conv_662666,"Yo @AmazonHelp, what's up with your 2-step verification? Why must I have a second phone as backup?",account_access,rule_single,True,3
conv_2416363,@AmazonHelp why isn't my account unblocked my you guys,account_access,rule_single,True,2
conv_729691,@AmazonHelp Könnt ihr auch per DN Support in Bezug auf eine Reklamation/Retoure geben?,non_english,rule_single,True,0
conv_612632,"@AmazonHelp I have tried 4 times to return an item , your customer services are appalling, I am now losing patience with this and will involve @20646 if this is not resolved",refund_return,rule_single,True,1
conv_2405143,@AmazonHelp Hello - is there a reason you've failed to deliver nearly everything I've ordered in the last few weeks on time - are you going to refund the ridiculous Prime subscription fee I pay?,prime_subscription,rule_conflict,True,2
conv_2192320,@AmazonHelp hello - I was wondering - how many days does it take for a gift card refund to be processed on to your account? Thanks in advance,refund_return,rule_multi,True,3
conv_536601,"@AmazonHelp Can I make an Amazon smile purchase on the Amazon app? If so, how? Thanks.",non_english,rule_single,True,0
conv_936711,"@AmazonHelp my husband received two parcels this week he didn’t order, he doesn’t even have an account, is this a scam????",account_access,golden,True,0
conv_1095109,"""Gekauft am 22. Juli.""
""Noch nicht versandt.""
""Derzeit nicht auf Lager.""
""Zustellung morgen.""

Vorbestellen bei @AmazonHelp ist nutzlos.",non_english,rule_single,True,0
conv_2144448,@AmazonHelp Would love to get that call back I was promised almost 2 hours ago...,prime_subscription,golden,True,1
conv_2401229,@AmazonHelp Ayuda mi Cuenta de Amazon fue hackeada cambiaron mi correo y contraseña y no puedo acceder https://t.co/2rC3zZFVdt,non_english,rule_single,True,0
conv_304026,@AmazonHelp can I send back a product that didn’t work,refund_return,rule_single,True,1
conv_570014,"Dear @AmazonHelp i purchased Amazon Prime because of ""guaranteed shipping"" for my nephews bday, make sure the stuff gets there on time...mine is at least 3 days late. Thanks.",delivery_issue,rule_multi,True,2
conv_522480,@AmazonHelp I am having trouble with my account. Amazon keeps deactivating my password and that I will be able to access my account and change my password in 5 hours. I changed my password and it is not letting me into my account. I have reset my password and it says not valid.,account_access,rule_single,True,2
conv_2187357,@115821  @AmazonHelp #RT432247465IN I know that Amazon is not a fraud company pls refund as early as possible . No more discussions pls,escalation_needed,rule_multi,True,1
conv_430694,@AmazonHelp Absolutely disgusting!! Aren’t you supposed to knock at doors!? It’s not even out parcel! How will we be reimbursed for repairs?,delivery_issue,rule_single,True,1
conv_758385,@AmazonHelp When @115830 decided to just leave your parcel in the garden 🙃 https://t.co/rp6RMg7ajt,delivery_issue,rule_single,True,1
conv_490496,"So, If you buy an @115821 refurbished phone, I STRONGLY ADVISE AGAINST IT. Here's why, and pay attention, @AmazonHelp: (1/ )",billing_payment,rule_single,True,2
conv_2775439,@AmazonHelp does it seriously take 8 days (and still counting) for you to acknowledge a return via the locker? I’m actually concerned I’m never going to get my £190 refund.,refund_return,rule_single,True,1
conv_486074,"@AmazonHelp not a happy Prime customer ,Amazon . Item arrived in insufficient packaging, has leaked everywhere and the dispenser is broken. https://t.co/0QczNNlvmq",prime_subscription,rule_single,True,2
conv_1887369,"@116928 @AmazonHelp Tienen un producto erróneo en la web.
Anuncian el siguiente, pero envían este otro (además el DVD es diferente). https://t.co/1fEgh190dR",non_english,rule_single,True,0
conv_347599,@amazonhelp my order was supposed to ship on friday today is sunday sill nothing. My account wont even login :(,account_access,rule_single,True,3
conv_144113,"@AmazonHelp hi. For the amazon echo, in order to turn the lights on and off does it need to be plugged in?",technical_device,rule_single,True,1
conv_1374070,"Thx @amazonhelp for not delivering Mario Odyssey. I appreciate it, especially since I pay for Prime and could have just got game in store. 👍",prime_subscription,rule_single,True,0
conv_495803,@AmazonHelp can I get a phone number to talk to a human about connectivity problems with my new echo plus? Your site is taking me in circles.,technical_device,rule_single,True,0
conv_1342636,"Hey @AmazonHelp j'imagine à force que préco un jeu avec prime signifie ""le recevoir après tout le monde"" et non l'inverse ?",non_english,rule_multi,True,0
conv_141025,"@120169 @133929 @115821 @AmazonHelp delivery of this package thru @120169 tracking id-1763435682 has been turned into a joke,according2 @115821 package has gone back 2Amman frm Kolkata&amp;stuck in natural disaster while @120169 says stuck in Customs in India,simply unbelievable! https://t.co/MycKVdBLno",delivery_issue,rule_single,True,4
conv_622441,Hi @AmazonHelp you have charged me twice for the same order? Can someone help me please?,billing_payment,rule_single,True,2
conv_1068372,@AmazonHelp I am unable to sign into my account on iOS. Keep getting this error. Username and Password are correct. https://t.co/zEUmeqh6G0,account_access,rule_single,True,1
conv_2881270,@AmazonHelp  wat d hell is this  who gave you ri8 and why are you holding a poor person's money 8500rs is a very huge amount for a poor Man if you hd did this by mistake you have to accept ur fault and refund it with the compensating amount of atleast 25% of the original amount,refund_return,rule_multi,True,2
conv_2499132,@AmazonHelp the worst ! Have spent the last 2 hrs on the phone with amazon about firetv. Still no resolution,technical_device,rule_single,True,1
conv_440020,@115850 @AmazonHelp @115821 Fake company#wl nt return your money evn aftr returning item#pathetic support#Boycott Amazon#RMN 9654654999,refund_return,rule_multi,True,3
conv_1712582,@AmazonHelp Amazon Transportation Services conspiring with Seller to create Fraud. Seller not communicating. Cannot file claim. REFUND ASAP. https://t.co/rYqyMuEZBr,escalation_needed,rule_multi,True,4
conv_1699,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA,prime_subscription,rule_conflict,True,2
conv_2190939,@AmazonHelp literally the 4th way of filing my complaint. @1016 making unauthorized transactions for 2 months now. I need a response,escalation_needed,rule_multi,True,1
conv_2692754,@AmazonHelp ordered a pair of shoes 10 days ago it cost me 2800 but now they are available for 1900 .why you charged me extra 900 https://t.co/HnZLiv5Qc1,billing_payment,rule_single,True,0
conv_1722473,"@AmazonHelp My account was locked due to suspicious activity (it was me), made me reset my password now I can't log in to my account at all.",account_access,rule_single,True,0
conv_911940,"@AmazonHelp 
Authorization code 7433274__credit_card__ i havent got my refund already this is 7th day plz refund asap",refund_return,rule_single,True,6
conv_993196,@AmazonHelp When opening the app on Samsung TV I get the menu buy when I try to load a series all I get is the loading circle,non_english,rule_single,True,0
conv_1460534,Toujours en train d'attendre le livreur d'amazon.. poke @AmazonHelp,non_english,rule_single,True,0
conv_412312,@AmazonHelp why is it that Amazon Logistics can never deliver packages on time... never. Unacceptable time and time again!!!!,delivery_issue,rule_single,True,1
conv_579862,"@AmazonHelp Hi, I've had money taken out of my account twice on two separate days for the same item. Can you arrange a refund for the error?",refund_return,rule_multi,True,3
conv_463388,"@AmazonHelp  408-5664066-2980338 , order placed in India . Product received in damaged cond. despite follow up no action",order_problem,rule_single,True,1
conv_2083454,@AmazonHelp what the heck is going on with Amazon prime in the UK. 4/5 orders have been delayed. Why pay for quick delivery when it's always delayed. Terrible service.,prime_subscription,rule_conflict,True,0
conv_2150996,@AmazonHelp If I pre-order the Echo spot and I’m a prime member. Will I receive it before Christmas Eve?,technical_device,rule_conflict,True,1
conv_1349080,@AmazonHelp haven't received  amazon pay cashback.did 1st jio recharge of 399 using amazon pay today.pls help,billing_payment,rule_single,True,1
conv_1727466,@AmazonHelp my account has been locked please unlock my account,account_access,rule_single,True,2
conv_2668698,"@AmazonHelp Random £7.99 charge today, just been told it's an ""authorization charge"" and will be refunded.. what's this all about? https://t.co/LUVgEq4KBZ",billing_payment,rule_single,True,2
conv_158776,@115821 @AmazonHelp I got a gift card can of https://t.co/TxfRRfvKgb  can I get it converted to same amount to @115850 @115851,billing_payment,rule_single,True,1
conv_2419144,@AmazonHelp oui depuis hier,non_english,rule_single,True,0
conv_2213176,@AmazonHelp hice la compra anticipada de un juego que sale mañana y aun me marca como no enviado puedo contar con el mañana?,non_english,rule_single,True,0
conv_2321018,@AmazonHelp  trying for alexa speaker but not getting any invitation from amazon.,technical_device,rule_single,True,1
conv_643,"Bought an @115821 Echo Show and it won’t recognize a single @AmazonHelp account in our household. WTF, guys?",technical_device,rule_single,True,0
